iter	Passed	Remaining
880	1001	135
881	1003	134
882	1004	133
883	1005	131
884	1006	130
885	1007	129
886	1008	128
887	1009	127
888	1010	126
889	1010	124
890	1011	123
891	1012	122
892	1013	121
893	1014	120
894	1015	119
895	1016	117
896	1017	116
897	1018	115
898	1019	114
899	1019	113
900	1020	112
901	1021	111
902	1022	109
903	1023	108
904	1024	107
905	1025	106
906	1026	105
907	1027	104
908	1028	102
909	1028	101
910	1029	100
911	1030	99
912	1031	98
913	1032	97
914	1033	95
915	1034	94
916	1034	93
917	1035	92
918	1036	91
919	1037	90
920	1038	89
921	1039	87
922	1040	86
923	1041	85
924	1042	84
925	1043	83
926	1044	82
927	1045	81
928	1046	80
929	1047	78
930	1048	77
931	1049	76
932	1050	75
933	1051	74
934	1052	73
935	1053	72
936	1054	70
937	1055	69
938	1056	68
939	1057	67
940	1058	66
941	1059	65
942	1060	64
943	1061	62
944	1062	61
945	1063	60
946	1064	59
947	1065	58
948	1066	57
949	1067	56
950	1067	55
951	1068	53
952	1069	52
953	1070	51
954	1071	50
955	1072	49
956	1073	48
957	1074	47
958	1075	45
959	1075	44
960	1076	43
961	1077	42
962	1078	41
963	1079	40
964	1080	39
965	1081	38
966	1082	36
967	1083	35
968	1083	34
969	1084	33
970	1085	32
971	1086	31
972	1087	30
973	1088	29
974	1089	27
975	1089	26
976	1090	25
977	1091	24
978	1092	23
979	1093	22
980	1094	21
981	1095	20
982	1095	18
983	1096	17
984	1098	16
985	1099	15
986	1100	14
987	1101	13
988	1102	12
989	1103	11
990	1104	10
991	1104	8
992	1105	7
993	1106	6
994	1107	5
995	1108	4
996	1109	3
997	1110	2
998	1111	1
999	1112	0
